HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr09	Yr10	Yr11	Yr12	Yr13	Yr14	Yr15	Yr16
MB04B	"OVARY, FALLOPIAN TUBE OR PELVIC DISORDERS WITHOUT CC"	0	0	1	1	1	1	1	1	1	1
MB05A	GYNAECOLOGICAL MALIGNANCY WITH LENGTH OF STAY 1 DAY OR MORE	0	0			1	1	1	1	1	1
MB05B	GYNAECOLOGICAL MALIGNANCY WITH LENGTH OF STAY 0 DAYS	0	0				1	1	1	1	1
MB05Z	GYNAECOLOGICAL MALIGNANCY	0	0	1	1						
MB06A	OTHER GYNAECOLOGICAL CONDITIONS WITH CC	0	0	1	1						
MB06B	OTHER GYNAECOLOGICAL CONDITIONS WITHOUT CC	0	0	1	1						
MB06Z	OTHER GYNAECOLOGICAL CONDITIONS	0	0				1	1	1	1	1
MB07Z	GYNAECOLOGICAL FISTULA CONDITIONS	0	0			1	1	1	1	1	1
MB08A	THREATENED OR SPONTANEOUS MISCARRIAGE 19 YEARS AND OVER	0	0	1	1						
MB08B	THREATENED OR SPONTANEOUS MISCARRIAGE 18 YEARS AND UNDER	0	0	1	1						
MB08Z	THREATENED OR SPONTANEOUS MISCARRIAGE	0	0			1	1	1	1	1	1
MC01Z	INTRA UTERINE INSEMINATION WITH SUPER OVULATION	0	0	1	1						
MC02Z	INTRA UTERINE INSEMINATION WITHOUT SUPER OVULATION	0	0	1	1						
MC03Z	IVF TREATMENT	0	0	1							
MC04Z	IVF TREATMENT WITH DONOR	0	0	1	1						
MC05Z	IVF TREATMENT WITH INTRA CYTOPLASMATIC SPERM INJECTION	0	0	1							
MC06Z	COLLECTION OF SPERM	0	0			1	1	1	1	1	1
MC07Z	INTRA UTERINE INSEMINATION WITH SUPER OVULATION	0	0			1	1	1	1		
MC07Z	INTRA UTERINE INSEMINATION WITH SUPEROVULATION	0	0							1	1
MC08Z	INTRA UTERINE INSEMINATION WITH SUPER OVULATION WITH DONOR	0	0			1	1	1	1		
MC08Z	INTRA UTERINE INSEMINATION WITH SUPEROVULATION WITH DONOR	0	0							1	1
MC09Z	INTRA UTERINE INSEMINATION WITHOUT SUPER OVULATION	0	0			1	1	1	1		
MC09Z	INTRA UTERINE INSEMINATION WITHOUT SUPEROVULATION	0	0							1	1
MC10Z	INTRA UTERINE INSEMINATION WITHOUT SUPER OVULATION WITH DONOR	0	0			1	1	1	1		
MC10Z	INTRA UTERINE INSEMINATION WITHOUT SUPEROVULATION WITH DONOR	0	0							1	1
MC11Z	IMPLANTATION OF EMBRYO	0	0			1	1	1	1	1	1
MC12Z	OOCYTE RECOVERY	0	0			1	1	1	1	1	1
MC13Z	DONOR OOCYTE RECOVERY	0	0			1	1	1	1	1	1
MC14Z	OOCYTE RECOVERY WITH INTRACYTOPLASMIC SPERM INJECTION	0	0				1	1	1	1	1
MC15Z	OOCYTE RECOVERY WITH PRE IMPLANTATION GENETIC DIAGNOSIS	0	0							1	
NZ01A	NORMAL DELIVERY 19 YEARS AND OVER WITH CC	0	0	1	1						
NZ01B	NORMAL DELIVERY 19 YEARS AND OVER WITHOUT CC	0	0	1	1	1					
NZ01C	NORMAL DELIVERY 18 YEARS AND UNDER WITH CC	0	0	1	1						
NZ01D	NORMAL DELIVERY 18 YEARS AND UNDER WITHOUT CC	0	0	1	1						
NZ01E	NORMAL DELIVERY BETWEEN 16 AND 40 YEARS WITH CC	0	0			1					
NZ01F	NORMAL DELIVERY BETWEEN 16 AND 40 YEARS WITHOUT CC	0	0		1	1					
NZ01G	NORMAL DELIVERY UNDER 16 OR OVER 40 YEARS WITH CC	0	0			1					
NZ01H	NORMAL DELIVERY UNDER 16 OR OVER 40 YEARS WITHOUT CC	0	0	1		1					
NZ02A	ASSISTED DELIVERY WITH CC	0	0	1	1	1					
NZ02B	ASSISTED DELIVERY WITHOUT CC	0	0	1	1	1					
NZ03A	CAESAREAN SECTION 19 YEARS AND OVER	0	0	1	1						
NZ03B	CAESAREAN SECTION 18 YEARS AND UNDER	0	0	1							
NZ03C	CAESAREAN SECTION WITH COMPLICATIONS	0	0	1	1	1					
NZ03D	CAESAREAN SECTION BETWEEN 16 AND 40 YEARS	0	0			1					
NZ03E	CAESAREAN SECTION UNDER 16 OR OVER 40 YEARS	0	0	1		1					
NZ04A	CLINICAL CONTACT FOR OBSERVATION (ANTE OR POST NATAL) 19 YEARS AND OVER	0	0	1	1						
NZ04B	CLINICAL CONTACT FOR OBSERVATION (ANTE OR POST NATAL) 18 YEARS AND UNDER	0	0	1	1						
NZ04C	ANTE NATAL OR POST NATAL OBSERVATION AGE BETWEEN 16 AND 40 YEARS WITH LENGTH OF STAY 0 DAYS	0	0			1	1	1	1	1	
NZ04D	ANTE NATAL OR POST NATAL OBSERVATION AGE UNDER 16 OR OVER 40 YEARS WITH LENGTH OF STAY 0 DAYS	0	0			1	1	1	1	1	
NZ05A	CLINICAL CONTACT WITH INVESTIGATION (ANTE OR POST NATAL) 19 YEARS AND OVER	0	0	1	1						
NZ05B	CLINICAL CONTACT WITH INVESTIGATION (ANTE OR POST NATAL) 18 YEARS AND UNDER	0	0	1							
NZ05B	ANTE NATAL OR POST NATAL INVESTIGATION AGE 18 YEARS AND UNDER WITH LENGTH OF STAY 0 DAYS	0	0		1						
NZ05C	ANTE NATAL OR POST NATAL INVESTIGATION AGE BETWEEN 16 AND 40 YEARS WITH LENGTH OF STAY 0 DAYS	0	0			1	1	1	1	1	
NZ05D	ANTE NATAL OR POST NATAL INVESTIGATION AGE UNDER 16 OR OVER 40 YEARS WITH LENGTH OF STAY 0 DAYS	0	0			1	1	1	1	1	
NZ06Z	CLINICAL CONTACT WITH FULL INVESTIGATION (ANTE OR POST NATAL)	0	0	1							
NZ06Z	ANTE NATAL OR POST NATAL FULL INVESTIGATION WITH LENGTH OF STAY 0 DAYS	0	0		1	1	1	1	1	1	
NZ07A	ADMISSION FOR OBSERVATION ONLY 19 YEARS AND OVER	0	0	1							
NZ07A	ANTE NATAL OR POST NATAL OBSERVATION AGE 19 YEARS AND OVER WITH LENGTH OF STAY 1 DAY OR MORE	0	0		1						
NZ07B	ADMISSION FOR OBSERVATION ONLY 18 YEARS AND UNDER	0	0	1	1						
NZ07C	ANTE NATAL OR POST NATAL OBSERVATION AGE BETWEEN 16 AND 40 YEARS WITH LENGTH OF STAY 1 DAY OR MORE	0	0			1	1	1	1	1	
NZ07D	ANTE NATAL OR POST NATAL OBSERVATION AGE UNDER 16 OR OVER 40 YEARS WITH LENGTH OF STAY 1 DAY OR MORE	0	0			1	1	1	1	1	
NZ08A	ADMISSION WITH INVESTIGATION 19 YEARS AND OVER	0	0	1	1						
NZ08B	ADMISSION WITH INVESTIGATION 18 YEARS OR UNDER	0	0	1	1						
NZ08C	ANTE NATAL OR POST NATAL INVESTIGATION AGE BETWEEN 16 AND 40 YEARS WITH LENGTH OF STAY 1 DAY OR MORE	0	0			1	1	1	1	1	
NZ08D	ANTE NATAL OR POST NATAL INVESTIGATION AGE UNDER 16 OR OVER 40 YEARS WITH LENGTH OF STAY 1 DAY OR MORE	0	0			1	1	1	1	1	
NZ09Z	ADMISSION WITH FULL INVESTIGATION	0	0	1							
NZ09Z	ANTE NATAL OR POST NATAL FULL INVESTIGATION WITH LENGTH OF STAY 1 DAY OR MORE	0	0		1	1	1	1	1	1	
NZ10Z	DIAGNOSTIC AND THERAPEUTIC PROCEDURES ON FETUS	0	0		1	1	1	1	1		
NZ10Z	DIAGNOSTIC OR THERAPEUTIC PROCEDURES ON FETUS	0	0							1	1
NZ11A	NORMAL DELIVERY WITH CC	0	0			1	1	1	1	1	1
NZ11B	NORMAL DELIVERY WITHOUT CC	0	0			1	1	1	1	1	1
NZ11C	NORMAL DELIVERY WITH EPIDURAL WITH CC	0	0				1	1	1	1	1
NZ11D	NORMAL DELIVERY WITH EPIDURAL WITHOUT CC	0	0			1	1	1	1	1	1
NZ11E	NORMAL DELIVERY WITH INDUCTION WITH CC	0	0			1	1	1	1	1	1
NZ11F	NORMAL DELIVERY WITH INDUCTION WITHOUT CC	0	0			1	1	1	1	1	1
NZ11G	NORMAL DELIVERY WITH POST PARTUM SURGICAL INTERVENTION	0	0			1	1	1	1	1	1
NZ12A	ASSISTED DELIVERY WITH CC	0	0			1	1	1	1	1	1
NZ12B	ASSISTED DELIVERY WITHOUT CC	0	0			1	1	1	1	1	1
NZ12C	ASSISTED DELIVERY WITH EPIDURAL WITH CC	0	0			1	1	1	1	1	1
NZ12D	ASSISTED DELIVERY WITH EPIDURAL WITHOUT CC	0	0			1	1	1	1	1	1
NZ12E	ASSISTED DELIVERY WITH INDUCTION WITH CC	0	0			1	1	1	1	1	1
NZ12F	ASSISTED DELIVERY WITH INDUCTION WITHOUT CC	0	0			1	1	1	1	1	1
NZ12G	ASSISTED DELIVERY WITH POST PARTUM SURGICAL INTERVENTION	0	0			1	1	1	1	1	1
NZ13A	PLANNED LOWER UTERINE CAESAREAN SECTION WITH CC	0	0			1	1	1	1	1	1
NZ13B	PLANNED LOWER UTERINE CAESAREAN SECTION WITHOUT CC	0	0			1	1	1	1	1	1
NZ14A	EMERGENCY OR UPPER UTERINE CAESAREAN SECTION WITH CC	0	0			1	1	1	1	1	1
NZ14B	EMERGENCY OR UPPER UTERINE CAESAREAN SECTION WITHOUT CC	0	0			1	1	1	1	1	1
NZ15Z	"CAESAREAN SECTION WITH ECLAMPSIA, PRE ECLAMPSIA OR PLACENTA PRAEVIA"	0	0			1	1	1	1	1	1
NZ16Z	ANTE NATAL ROUTINE OBSERVATION	0	0						1	1	1
NZ17Z	ANTE NATAL FALSE LABOUR INCLUDING PREMATURE RUPTURE OF MEMBRANES	0	0						1	1	1
NZ18Z	ANTE NATAL COMPLEX DISORDERS	0	0						1	1	1
NZ19Z	ANTE NATAL MAJOR DISORDERS	0	0						1	1	1
NZ20Z	ANTE NATAL OTHER DISORDERS	0	0						1	1	1
NZ21Z	ANTE NATAL STANDARD ULTRASOUND SCAN	0	0							1	1
NZ22Z	ANTE NATAL SPECIALISED ULTRASOUND SCAN	0	0							1	1
NZ23Z	ANTE NATAL DIAGNOSTIC PROCEDURES	0	0							1	1
NZ24Z	ANTE NATAL THERAPEUTIC PROCEDURES INCLUDING INDUCTION	0	0						1	1	1
NZ25Z	LABOUR WITHOUT SPECIFIED DELIVERY	0	0						1	1	1
NZ26Z	POST NATAL DISORDERS	0	0						1	1	1
NZ27Z	POST NATAL THERAPEUTIC PROCEDURES	0	0						1	1	1
PA01A	NERVOUS SYSTEM DISORDERS WITH CC	0	0	1	1	1	1	1	1	1	1
PA01B	NERVOUS SYSTEM DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA02A	EPILEPSY SYNDROME WITH CC	0	0		1	1	1	1	1	1	1
PA02B	EPILEPSY SYNDROME WITHOUT CC	0	0		1	1	1	1	1	1	1
PA02Z	EPILEPSY SYNDROME	0	0	1	1						
PA03A	FEBRILE CONVULSIONS UNDER 1 YEAR	0	0		1	1	1	1	1		
PA03A	"FEBRILE CONVULSIONS, UNDER 1 YEAR"	0	0							1	1
PA03B	FEBRILE CONVULSIONS 1 YEAR AND OVER	0	0		1	1	1	1	1		
PA03B	"FEBRILE CONVULSIONS, 1 YEAR AND OVER"	0	0							1	1
PA03Z	FEBRILE CONVULSIONS	0	0	1	1						
PA04A	HEADACHES AND MIGRAINES WITH CC	0	0	1	1	1	1	1	1	1	1
PA04B	HEADACHES AND MIGRAINES WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA05A	DEVELOPMENTAL DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0		1	1	1	1	1	1	1
PA05B	DEVELOPMENTAL DISORDERS WITH LENGTH OF STAY BETWEEN 2 AND 7 DAYS	0	0		1	1	1	1	1	1	1
PA05C	DEVELOPMENTAL DISORDERS WITH LENGTH OF STAY 8 DAYS OR MORE	0	0		1	1	1	1	1	1	1
PA05Z	DEVELOPMENTAL DISORDERS	0	0	1	1						
PA06Z	HEAD INJURY WITH INTRACRANIAL INJURY	0	0	1	1	1	1	1	1	1	1
PA07A	HEAD INJURY WITHOUT INTRACRANIAL INJURY WITH CC	0	0	1	1	1	1	1	1	1	1
PA07B	HEAD INJURY WITHOUT INTRACRANIAL INJURY WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA08A	INTERMEDIATE INJURY WITHOUT INTRACRANIAL INJURY WITH CC	0	0	1	1	1	1	1	1	1	1
PA08B	INTERMEDIATE INJURY WITHOUT INTRACRANIAL INJURY WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA09A	MAJOR UPPER RESPIRATORY TRACT DISORDERS WITH CC	0	0	1	1						
PA09B	MAJOR UPPER RESPIRATORY TRACT DISORDERS WITHOUT CC	0	0	1	1						
PA10A	MINOR UPPER RESPIRATORY TRACT DISORDERS WITH CC	0	0	1	1						
PA10B	MINOR UPPER RESPIRATORY TRACT DISORDERS WITHOUT CC	0	0	1	1						
PA11Z	ACUTE UPPER RESPIRATORY TRACT INFECTION AND COMMON COLD	0	0	1	1	1	1	1	1	1	1
PA12Z	ASTHMA OR WHEEZING	0	0	1	1	1	1	1	1	1	1
PA13A	CYSTIC FIBROSIS WITH CC	0	0	1	1						
PA13B	CYSTIC FIBROSIS WITHOUT CC	0	0	1	1						
PA13C	CYSTIC FIBROSIS WITH LENGTH OF STAY 0 DAYS	0	0		1	1	1	1	1	1	1
PA13D	CYSTIC FIBROSIS WITH LENGTH OF STAY BETWEEN 1 AND 7 DAYS	0	0		1	1	1	1	1	1	1
PA13E	CYSTIC FIBROSIS WITH LENGTH OF STAY BETWEEN 8 AND 14 DAYS	0	0		1	1	1	1	1	1	1
PA13F	CYSTIC FIBROSIS WITH LENGTH OF STAY 15 DAYS OR MORE	0	0		1	1	1	1	1	1	1
PA14A	LOWER RESPIRATORY TRACT DISORDERS WITHOUT ACUTE BRONCHIOLITIS WITH CC	0	0	1	1						
PA14B	LOWER RESPIRATORY TRACT DISORDERS WITHOUT ACUTE BRONCHIOLITIS WITHOUT CC	0	0	1	1						
PA14C	LOWER RESPIRATORY TRACT DISORDERS WITHOUT ACUTE BRONCHIOLITIS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC	0	0		1	1	1	1	1	1	1
PA14D	LOWER RESPIRATORY TRACT DISORDERS WITHOUT ACUTE BRONCHIOLITIS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT CC	0	0		1	1	1	1	1	1	1
PA14E	LOWER RESPIRATORY TRACT DISORDERS WITHOUT ACUTE BRONCHIOLITIS WITH LENGTH OF STAY 0 DAYS	0	0		1	1	1	1	1	1	1
PA15A	ACUTE BRONCHIOLITIS WITH CC	0	0	1	1	1	1	1	1	1	1
PA15B	ACUTE BRONCHIOLITIS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA16A	MAJOR INFECTIONS WITH CC	0	0	1	1	1	1	1	1	1	1
PA16B	MAJOR INFECTIONS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA17A	INTERMEDIATE INFECTIONS WITH CC	0	0	1	1	1	1	1	1	1	1
PA17B	INTERMEDIATE INFECTIONS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA18A	MINOR INFECTIONS WITH CC	0	0	1	1	1	1	1	1	1	1
PA18B	MINOR INFECTIONS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA19A	VIRAL INFECTIONS WITH LENGTH OF STAY 1 DAY OR LESS	0	0		1	1	1	1	1	1	1
PA19B	VIRAL INFECTIONS WITH LENGTH OF STAY 2 DAYS OR MORE	0	0		1	1	1	1	1	1	1
PA19Z	VIRAL INFECTIONS	0	0	1	1						
PA20A	FEVER UNSPECIFIED WITH CC	0	0		1	1	1	1	1	1	1
PA20B	FEVER UNSPECIFIED WITHOUT CC	0	0		1	1	1	1	1	1	1
PA20Z	PYREXIA OF UNKNOWN ORIGIN	0	0	1	1						
PA21A	INFECTIOUS AND NON INFECTIOUS GASTROENTERITIS WITH CC	0	0	1	1	1	1	1	1		
PA21A	INFECTIOUS OR NON INFECTIOUS GASTROENTERITIS WITH CC	0	0							1	1
PA21B	INFECTIOUS AND NON INFECTIOUS GASTROENTERITIS WITHOUT CC	0	0	1	1	1	1	1	1		
PA21B	INFECTIOUS OR NON INFECTIOUS GASTROENTERITIS WITHOUT CC	0	0							1	1
PA22Z	CHEST PAIN	1	0	1	1	1	1	1	1	1	1
PA23A	CARDIAC CONDITIONS WITH CC	1	0	1	1	1	1	1	1	1	1
PA23B	CARDIAC CONDITIONS WITHOUT CC	1	0	1	1	1	1	1	1	1	1
PA24Z	ARRHYTHMIA OR CONDUCTION DISORDERS	1	0	1	1	1	1	1	1	1	1
PA25A	MAJOR GASTROINTESTINAL OR METABOLIC DISORDERS WITH CC	0	0	1	1	1	1	1	1		
PA25A	MAJOR GASTROINTESTINAL DISORDERS WITH CC	0	0							1	1
PA25B	MAJOR GASTROINTESTINAL OR METABOLIC DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1		
PA25B	MAJOR GASTROINTESTINAL DISORDERS WITHOUT CC	0	0							1	1
PA26A	OTHER GASTROINTESTINAL OR METABOLIC DISORDERS WITH CC	0	0	1	1	1	1	1	1		
PA26A	OTHER GASTROINTESTINAL DISORDERS WITH CC	0	0							1	1
PA26B	OTHER GASTROINTESTINAL OR METABOLIC DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1		
PA26B	OTHER GASTROINTESTINAL DISORDERS WITHOUT CC	0	0							1	1
PA27Z	INFLAMMATORY BOWEL DISEASE	0	0	1	1	1	1	1	1	1	1
PA28A	FEEDING DIFFICULTIES AND VOMITING WITH CC	0	0	1	1	1	1	1	1	1	1
PA28B	FEEDING DIFFICULTIES AND VOMITING WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA29Z	ABDOMINAL PAIN	0	0	1	1	1	1	1	1	1	1
PA30A	FALTERING GROWTH (FAILURE TO THRIVE) WITH CC	0	0	1	1	1	1	1	1	1	1
PA30B	FALTERING GROWTH (FAILURE TO THRIVE) WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA31Z	MAJOR INJURY WITHOUT INTRACRANIAL INJURY	0	0	1	1	1	1	1	1	1	1
PA32A	MINOR INJURY WITHOUT INTRACRANIAL INJURY WITH CC	0	0	1	1	1	1	1	1	1	1
PA32B	MINOR INJURY WITHOUT INTRACRANIAL INJURY WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA33A	INTERMEDIATE UPPER RESPIRATORY TRACT DISORDERS WITH CC	0	0	1	1						
PA33B	INTERMEDIATE UPPER RESPIRATORY TRACT DISORDERS WITHOUT CC	0	0	1	1	1					
PA34A	MUSCULOSKELETAL OR CONNECTIVE TISSUE DISORDERS WITH CC	0	0	1	1	1	1	1	1	1	1
PA34B	MUSCULOSKELETAL OR CONNECTIVE TISSUE DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA35A	SKIN DISORDERS WITH CC	0	0	1	1	1	1	1	1	1	1
PA35B	SKIN DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA36Z	ENDOCRINE DISORDERS (EXCLUDING DIABETES MELLITUS)	0	0	1	1	1	1	1	1		
PA36Z	"ENDOCRINE DISORDERS, EXCLUDING DIABETES MELLITUS"	0	0							1	1
PA37Z	DIABETES MELLITUS	0	0	1	1						
PA38A	RENAL DISEASE WITH RENAL FAILURE WITH CC	0	0	1	1						
PA38B	RENAL DISEASE WITH RENAL FAILURE WITHOUT CC	0	0	1	1						
PA38C	RENAL DISEASE WITH RENAL FAILURE WITH LENGTH OF STAY 0 DAYS	0	0		1	1	1	1	1	1	1
PA38D	RENAL DISEASE WITH RENAL FAILURE WITH LENGTH OF STAY 1 DAY OR MORE	0	0		1	1	1	1	1	1	1
PA39Z	RENAL DISEASES	0	0	1	1						
PA40A	ACUTE LYMPHOBLASTIC LEUKAEMIA WITH LENGTH OF STAY 1 DAY OR MORE WITH CC	0	0	1	1	1	1	1	1	1	1
PA40B	ACUTE LYMPHOBLASTIC LEUKAEMIA WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA41Z	OTHER HAEMATOLOGICAL MALIGNANCIES WITH LENGTH OF STAY 1 DAY OR MORE	0	0	1	1	1	1	1	1	1	1
PA42Z	BRAIN TUMOURS WITH LENGTH OF STAY 1 DAY OR MORE	0	0	1	1	1	1	1	1	1	1
PA43A	OTHER NEOPLASMS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC	0	0	1	1	1	1	1	1	1	1
PA43B	OTHER NEOPLASMS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA44Z	NEOPLASM DIAGNOSES WITH LENGTH OF STAY 0 DAYS	0	0	1	1	1	1	1	1	1	1
PA45Z	FEBRILE NEUTROPENIA WITH MALIGNANCY	0	0	1	1	1	1	1	1	1	1
PA46Z	THALASSAEMIA	0	0	1							
PA46Z	PAEDIATRIC THALASSAEMIA	0	0		1	1	1	1	1	1	1
PA47Z	SICKLE CELL ANAEMIA WITH CRISIS	0	0	1	1	1	1	1	1	1	1
PA48A	BLOOD CELL DISORDERS WITH CC	0	0	1	1	1	1	1	1	1	1
PA48B	BLOOD CELL DISORDERS WITHOUT CC	0	0	1	1	1	1	1	1	1	1
PA49Z	COAGULATION DISORDERS	0	0	1	1	1	1	1	1	1	1
PA50Z	INGESTION POISONING OR ALLERGIES	0	0	1	1	1	1	1	1	1	1
PA51Z	CHILD SAFEGUARDING (WELFARE AND PROTECTION)	0	0	1	1	1	1	1	1	1	1
PA52A	BEHAVIOURAL DISORDERS WITH LENGTH OF STAY 1 DAY OR LESS	0	0		1	1	1	1	1	1	1
PA52B	BEHAVIOURAL DISORDERS WITH LENGTH OF STAY BETWEEN 2 AND 7 DAYS	0	0		1	1	1	1	1	1	1
PA52C	BEHAVIOURAL DISORDERS WITH LENGTH OF STAY 8 DAYS OR MORE	0	0		1	1	1	1	1	1	1
PA52Z	BEHAVIOURAL DISORDERS	0	0	1	1	1					
PA53A	EATING DISORDERS WITH LENGTH OF STAY LESS THAN 8 DAYS	0	0		1	1	1	1	1	1	1
PA53B	EATING DISORDERS WITH LENGTH OF STAY 8 DAYS OR MORE	0	0		1	1	1	1	1	1	1
PA53Z	EATING DISORDERS	0	0	1	1						
PA54Z	CONVALESCENT OR OTHER RELIEF CARE	0	0	1	1	1	1	1	1	1	1
PA55Z	RESPITE CARE	0	0	1	1	1	1	1	1	1	1
PA56A	ADMISSION FOR UNEXPLAINED SYMPTOMS WITH CC	0	0	1							
PA56A	PAEDIATRIC ADMISSION FOR UNEXPLAINED SYMPTOMS WITH CC	0	0		1	1	1	1	1	1	1
PA56B	ADMISSION FOR UNEXPLAINED SYMPTOMS WITHOUT CC	0	0	1							
PA56B	PAEDIATRIC ADMISSION FOR UNEXPLAINED SYMPTOMS WITHOUT CC	0	0		1	1	1	1	1	1	1
PA57Z	"EXAMINATION, FOLLOW UP, SPECIAL SCREENING AND OTHER ADMISSIONS WITH LENGTH OF STAY 1 DAY OR MORE"	0	0	1	1	1	1	1	1		
PA57Z	"EXAMINATION, FOLLOW UP, SPECIAL SCREENING OR OTHER ADMISSIONS WITH LENGTH OF STAY 1 DAY OR MORE"	0	0							1	1
PA58Z	"EXAMINATION, FOLLOW UP, SPECIAL SCREENING AND OTHER ADMISSIONS WITH LENGTH OF STAY 0 DAYS"	0	0	1	1	1	1	1	1		
PA58Z	"EXAMINATION, FOLLOW UP, SPECIAL SCREENING OR OTHER ADMISSIONS WITH LENGTH OF STAY 0 DAYS"	0	0							1	1
PA59A	MAJOR CONGENITAL CONDITIONS WITH CC	0	0	1	1	1					
PA59B	MAJOR CONGENITAL CONDITIONS WITHOUT CC	0	0	1	1						
PA59C	MAJOR CONGENITAL CONDITIONS UNDER 1 YEAR WITH CC	0	0		1	1	1	1	1		
PA59C	"MAJOR CONGENITAL CONDITIONS, UNDER 1 YEAR WITH CC"	0	0							1	1
PA59D	MAJOR CONGENITAL CONDITIONS UNDER 1 YEAR WITHOUT CC	0	0		1	1	1	1	1		
PA59D	"MAJOR CONGENITAL CONDITIONS, UNDER 1 YEAR WITHOUT CC"	0	0							1	1
PA59E	MAJOR CONGENITAL CONDITIONS 1 YEAR AND OVER WITH CC	0	0		1	1	1	1	1		
PA59E	"MAJOR CONGENITAL CONDITIONS, 1 YEAR AND OVER WITH CC"	0	0							1	1
PA59F	MAJOR CONGENITAL CONDITIONS 1 YEAR AND OVER WITHOUT CC	0	0		1	1	1	1	1		
PA59F	"MAJOR CONGENITAL CONDITIONS, 1 YEAR AND OVER WITHOUT CC"	0	0							1	1
PA60A	OTHER CONGENITAL CONDITIONS WITH CC	0	0	1	1						
PA60B	OTHER CONGENITAL CONDITIONS WITHOUT CC	0	0	1	1						
PA60C	OTHER CONGENITAL CONDITIONS UNDER 1 YEAR WITH CC	0	0		1	1	1	1	1		
PA60C	"OTHER CONGENITAL CONDITIONS, UNDER 1 YEAR WITH CC"	0	0							1	1
PA60D	OTHER CONGENITAL CONDITIONS UNDER 1 YEAR WITHOUT CC	0	0		1	1	1	1	1		
PA60D	"OTHER CONGENITAL CONDITIONS, UNDER 1 YEAR WITHOUT CC"	0	0							1	1
PA60E	OTHER CONGENITAL CONDITIONS 1 YEAR AND OVER WITH CC	0	0		1	1	1	1	1		
PA60E	"OTHER CONGENITAL CONDITIONS, 1 YEAR AND OVER WITH CC"	0	0							1	1
PA60F	OTHER CONGENITAL CONDITIONS 1 YEAR AND OVER WITHOUT CC	0	0		1	1	1	1	1		
PA60F	"OTHER CONGENITAL CONDITIONS, 1 YEAR AND OVER WITHOUT CC"	0	0							1	1
PA62Z	SYNCOPE AND COLLAPSE	0	0		1	1	1	1	1	1	1
PA63A	"HEAD, NECK AND EAR DISORDERS WITH LENGTH OF STAY 0 DAYS"	0	0		1	1	1	1	1	1	1
PA63B	"HEAD, NECK AND EAR DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC"	0	0		1	1	1	1	1	1	1
PA63C	"HEAD, NECK AND EAR DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT CC"	0	0		1	1	1	1	1	1	1
PA64A	NON SURGICAL OPHTHALMOLOGY WITH LENGTH OF STAY 0 DAYS	0	0		1	1	1	1	1	1	1
PA64B	NON SURGICAL OPHTHALMOLOGY WITH LENGTH OF STAY 1 DAY OR MORE WITH CC	0	0			1	1	1	1	1	1
PA64C	NON SURGICAL OPHTHALMOLOGY WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT CC	0	0		1	1	1	1	1	1	1
PA65A	UPPER RESPIRATORY TRACT DISORDERS WITH LENGTH OF STAY 0 DAYS	0	0		1	1	1	1	1	1	1
PA65B	UPPER RESPIRATORY TRACT DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC	0	0		1	1	1	1	1	1	1
PA65C	UPPER RESPIRATORY TRACT DISORDERS WITH LENGTH OF STAY 1 DAY OR MORE WITHOUT CC	0	0		1	1	1	1	1	1	1
PA66Z	RASH OR OTHER NON SPECIFIC SKIN ERUPTION	0	0		1	1	1	1	1	1	1
PA67Z	DIABETES MELLITUS WITH KETOACIDOSIS OR COMA	0	0		1	1	1	1	1	1	1
PA68Z	DIABETES MELLITUS WITHOUT KETOACIDOSIS OR COMA	0	0		1	1	1	1	1	1	1
PA69Z	NEPHRITIC AND NEPHROTIC RENAL DISEASES	0	0		1	1	1	1	1	1	1
PA70Z	OTHER RENAL DISEASES	0	0		1	1	1	1	1	1	1
