HRGcode	HRGdesc	"Cardiac (0=No, 1=Yes, 2=Ambiguous)"	"ProcComplications (0=No, 1=Yes)"	Yr17
PF27A	PAEDIATRIC INFLAMMATORY BOWEL DISEASE WITH CC SCORE 1+	0	0	1
PF27B	PAEDIATRIC INFLAMMATORY BOWEL DISEASE WITH CC SCORE 0	0	0	1
PF28A	"PAEDIATRIC, FEEDING DIFFICULTIES OR VOMITING WITH CC SCORE 6"	0	0	1
PF28B	"PAEDIATRIC, FEEDING DIFFICULTIES OR VOMITING WITH CC SCORE 4 5"	0	0	1
PF28C	"PAEDIATRIC, FEEDING DIFFICULTIES OR VOMITING WITH CC SCORE 2 3"	0	0	1
PF28D	"PAEDIATRIC, FEEDING DIFFICULTIES OR VOMITING WITH CC SCORE 1"	0	0	1
PF28E	"PAEDIATRIC, FEEDING DIFFICULTIES OR VOMITING WITH CC SCORE 0"	0	0	1
PG71A	"PAEDIATRIC, HEPATOBILIARY OR PANCREATIC DISORDERS WITH CC SCORE 2"	0	0	1
PG71B	"PAEDIATRIC, HEPATOBILIARY OR PANCREATIC DISORDERS WITH CC SCORE 1"	0	0	1
PG71C	"PAEDIATRIC, HEPATOBILIARY OR PANCREATIC DISORDERS WITH CC SCORE 0"	0	0	1
PH34A	"PAEDIATRIC, MUSCULOSKELETAL OR CONNECTIVE TISSUE DISORDERS WITH CC SCORE 5"	0	0	1
PH34B	"PAEDIATRIC, MUSCULOSKELETAL OR CONNECTIVE TISSUE DISORDERS WITH CC SCORE 3 4"	0	0	1
PH34C	"PAEDIATRIC, MUSCULOSKELETAL OR CONNECTIVE TISSUE DISORDERS WITH CC SCORE 1 2"	0	0	1
PH34D	"PAEDIATRIC, MUSCULOSKELETAL OR CONNECTIVE TISSUE DISORDERS WITH CC SCORE 0"	0	0	1
PJ35A	PAEDIATRIC SKIN DISORDERS WITH CC SCORE 4+	0	0	1
PJ35B	PAEDIATRIC SKIN DISORDERS WITH CC SCORE 2 3	0	0	1
PJ35C	PAEDIATRIC SKIN DISORDERS WITH CC SCORE 1	0	0	1
PJ35D	PAEDIATRIC SKIN DISORDERS WITH CC SCORE 0	0	0	1
PJ66A	"PAEDIATRIC, RASH OR OTHER NON SPECIFIC SKIN ERUPTION WITH CC SCORE 3"	0	0	1
PJ66B	"PAEDIATRIC, RASH OR OTHER NON SPECIFIC SKIN ERUPTION WITH CC SCORE 1 2"	0	0	1
PJ66C	"PAEDIATRIC, RASH OR OTHER NON SPECIFIC SKIN ERUPTION WITH CC SCORE 0"	0	0	1
PK36A	"PAEDIATRIC ENDOCRINE DISORDERS, EXCLUDING DIABETES MELLITUS WITH CC SCORE 4"	0	0	1
PK36B	"PAEDIATRIC ENDOCRINE DISORDERS, EXCLUDING DIABETES MELLITUS WITH CC SCORE 1 3"	0	0	1
PK36C	"PAEDIATRIC ENDOCRINE DISORDERS, EXCLUDING DIABETES MELLITUS WITH CC SCORE 0"	0	0	1
PK67A	PAEDIATRIC DIABETES MELLITUS WITH KETOACIDOSIS OR COMA WITH CC SCORE 1	0	0	1
PK67B	PAEDIATRIC DIABETES MELLITUS WITH KETOACIDOSIS OR COMA WITH CC SCORE 0	0	0	1
PK68A	PAEDIATRIC DIABETES MELLITUS WITHOUT KETOACIDOSIS OR COMA WITH CC SCORE 3	0	0	1
PK68B	PAEDIATRIC DIABETES MELLITUS WITHOUT KETOACIDOSIS OR COMA WITH CC SCORE 1 2	0	0	1
PK68C	PAEDIATRIC DIABETES MELLITUS WITHOUT KETOACIDOSIS OR COMA WITH CC SCORE 0	0	0	1
PK72A	PAEDIATRIC METABOLIC DISORDERS WITH CC SCORE 4+	0	0	1
PK72B	PAEDIATRIC METABOLIC DISORDERS WITH CC SCORE 1 3	0	0	1
PK72C	PAEDIATRIC METABOLIC DISORDERS WITH CC SCORE 0	0	0	1
PL38A	PAEDIATRIC RENAL DISEASE WITH RENAL FAILURE WITH CC SCORE 3	0	0	1
PL38B	PAEDIATRIC RENAL DISEASE WITH RENAL FAILURE WITH CC SCORE 1 2	0	0	1
PL38C	PAEDIATRIC RENAL DISEASE WITH RENAL FAILURE WITH CC SCORE 0	0	0	1
PL69A	"PAEDIATRIC, NEPHRITIC OR NEPHROTIC RENAL DISEASES WITH CC SCORE 2"	0	0	1
PL69B	"PAEDIATRIC, NEPHRITIC OR NEPHROTIC RENAL DISEASES WITH CC SCORE 1"	0	0	1
PL69C	"PAEDIATRIC, NEPHRITIC OR NEPHROTIC RENAL DISEASES WITH CC SCORE 0"	0	0	1
PL70A	PAEDIATRIC OTHER RENAL DISEASES WITH CC SCORE 4+	0	0	1
PL70B	PAEDIATRIC OTHER RENAL DISEASES WITH CC SCORE 2 3	0	0	1
PL70C	PAEDIATRIC OTHER RENAL DISEASES WITH CC SCORE 1	0	0	1
PL70D	PAEDIATRIC OTHER RENAL DISEASES WITH CC SCORE 0	0	0	1
PM40A	PAEDIATRIC ACUTE LYMPHOBLASTIC LEUKAEMIA WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 3	0	0	1
PM40B	PAEDIATRIC ACUTE LYMPHOBLASTIC LEUKAEMIA WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 1 2	0	0	1
PM40C	PAEDIATRIC ACUTE LYMPHOBLASTIC LEUKAEMIA WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 0	0	0	1
PM41Z	PAEDIATRIC OTHER HAEMATOLOGICAL MALIGNANCIES WITH LENGTH OF STAY 1 DAY OR MORE	0	0	1
PM42A	PAEDIATRIC BRAIN TUMOURS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 1	0	0	1
PM42B	PAEDIATRIC BRAIN TUMOURS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 0	0	0	1
PM43A	PAEDIATRIC OTHER NEOPLASMS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 5	0	0	1
PM43B	PAEDIATRIC OTHER NEOPLASMS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 1 4	0	0	1
PM43C	PAEDIATRIC OTHER NEOPLASMS WITH LENGTH OF STAY 1 DAY OR MORE WITH CC SCORE 0	0	0	1
PM44Z	PAEDIATRIC NEOPLASM DIAGNOSES WITH LENGTH OF STAY 0 DAYS	0	0	1
PM45A	PAEDIATRIC FEBRILE NEUTROPENIA WITH MALIGNANCY WITH CC SCORE 6	0	0	1
PM45B	PAEDIATRIC FEBRILE NEUTROPENIA WITH MALIGNANCY WITH CC SCORE 3 5	0	0	1
PM45C	PAEDIATRIC FEBRILE NEUTROPENIA WITH MALIGNANCY WITH CC SCORE 1 2	0	0	1
PM45D	PAEDIATRIC FEBRILE NEUTROPENIA WITH MALIGNANCY WITH CC SCORE 0	0	0	1
PN46A	PAEDIATRIC THALASSAEMIA WITH CC SCORE 1+	0	0	1
PN46B	PAEDIATRIC THALASSAEMIA WITH CC SCORE 0	0	0	1
PN47A	PAEDIATRIC SICKLE CELL ANAEMIA WITH CRISIS WITH CC SCORE 1	0	0	1
PN47B	PAEDIATRIC SICKLE CELL ANAEMIA WITH CRISIS WITH CC SCORE 0	0	0	1
PN48A	PAEDIATRIC BLOOD CELL DISORDERS WITH CC SCORE 5+	0	0	1
PN48B	PAEDIATRIC BLOOD CELL DISORDERS WITH CC SCORE 1 4	0	0	1
PN48C	PAEDIATRIC BLOOD CELL DISORDERS WITH CC SCORE 0	0	0	1
PN49A	PAEDIATRIC COAGULATION DISORDERS WITH CC SCORE 1+	0	0	1
PN49B	PAEDIATRIC COAGULATION DISORDERS WITH CC SCORE 0	0	0	1
PP64A	PAEDIATRIC NON SURGICAL OPHTHALMOLOGY WITH CC SCORE 1+	0	0	1
PP64B	PAEDIATRIC NON SURGICAL OPHTHALMOLOGY WITH CC SCORE 0	0	0	1
PQ01A	PAEDIATRIC DISORDERS OF IMMUNITY WITH CC SCORE 1+	0	0	1
PQ01B	PAEDIATRIC DISORDERS OF IMMUNITY WITH CC SCORE 0	0	0	1
PR01A	PAEDIATRIC NERVOUS SYSTEM DISORDERS WITH CC SCORE 8+	0	0	1
PR01B	PAEDIATRIC NERVOUS SYSTEM DISORDERS WITH CC SCORE 5 7	0	0	1
PR01C	PAEDIATRIC NERVOUS SYSTEM DISORDERS WITH CC SCORE 2 4	0	0	1
PR01D	PAEDIATRIC NERVOUS SYSTEM DISORDERS WITH CC SCORE 1	0	0	1
PR01E	PAEDIATRIC NERVOUS SYSTEM DISORDERS WITH CC SCORE 0	0	0	1
PR02A	PAEDIATRIC EPILEPSY SYNDROME WITH CC SCORE 6+	0	0	1
PR02B	PAEDIATRIC EPILEPSY SYNDROME WITH CC SCORE 1 5	0	0	1
PR02C	PAEDIATRIC EPILEPSY SYNDROME WITH CC SCORE 0	0	0	1
PR03A	PAEDIATRIC FEBRILE CONVULSIONS WITH CC SCORE 4+	0	0	1
PR03B	PAEDIATRIC FEBRILE CONVULSIONS WITH CC SCORE 1 3	0	0	1
PR03C	PAEDIATRIC FEBRILE CONVULSIONS WITH CC SCORE 0	0	0	1
PR04A	"PAEDIATRIC, HEADACHES OR MIGRAINES WITH CC SCORE 4"	0	0	1
PR04B	"PAEDIATRIC, HEADACHES OR MIGRAINES WITH CC SCORE 1 3"	0	0	1
PR04C	"PAEDIATRIC, HEADACHES OR MIGRAINES WITH CC SCORE 0"	0	0	1
PR05A	PAEDIATRIC DEVELOPMENTAL DISORDERS WITH CC SCORE 2+	0	0	1
PR05B	PAEDIATRIC DEVELOPMENTAL DISORDERS WITH CC SCORE 1	0	0	1
PR05C	PAEDIATRIC DEVELOPMENTAL DISORDERS WITH CC SCORE 0	0	0	1
PR06A	PAEDIATRIC INTRACRANIAL INJURY WITH CC SCORE 3+	0	0	1
PR06B	PAEDIATRIC INTRACRANIAL INJURY WITH CC SCORE 1 2	0	0	1
PR06C	PAEDIATRIC INTRACRANIAL INJURY WITH CC SCORE 0	0	0	1
PR07A	PAEDIATRIC NON INTRACRANIAL HEAD INJURY WITH CC SCORE 1+	0	0	1
PR07B	PAEDIATRIC NON INTRACRANIAL HEAD INJURY WITH CC SCORE 0	0	0	1
PT52A	PAEDIATRIC BEHAVIOURAL DISORDERS WITH CC SCORE 1+	0	0	1
PT52B	PAEDIATRIC BEHAVIOURAL DISORDERS WITH CC SCORE 0	0	0	1
PT53A	PAEDIATRIC EATING DISORDERS WITH CC SCORE 1+	0	0	1
PT53B	PAEDIATRIC EATING DISORDERS WITH CC SCORE 0	0	0	1
PV08A	PAEDIATRIC INTERMEDIATE INJURY WITHOUT INTRACRANIAL INJURY WITH CC SCORE 1	0	0	1
PV08B	PAEDIATRIC INTERMEDIATE INJURY WITHOUT INTRACRANIAL INJURY WITH CC SCORE 0	0	0	1
PV31A	PAEDIATRIC MAJOR INJURY WITHOUT INTRACRANIAL INJURY WITH CC SCORE 1	0	0	1
PV31B	PAEDIATRIC MAJOR INJURY WITHOUT INTRACRANIAL INJURY WITH CC SCORE 0	0	0	1
PV32A	PAEDIATRIC MINOR INJURY WITHOUT INTRACRANIAL INJURY WITH CC SCORE 3	0	0	1
PV32B	PAEDIATRIC MINOR INJURY WITHOUT INTRACRANIAL INJURY WITH CC SCORE 1 2	0	0	1
PV32C	PAEDIATRIC MINOR INJURY WITHOUT INTRACRANIAL INJURY WITH CC SCORE 0	0	0	1
PW01A	PAEDIATRIC MINOR INFECTIONS WITH CC SCORE 4+	0	0	1
PW01B	PAEDIATRIC MINOR INFECTIONS WITH CC SCORE 1 3	0	0	1
PW01C	PAEDIATRIC MINOR INFECTIONS WITH CC SCORE 0	0	0	1
PW16A	PAEDIATRIC MAJOR INFECTIONS WITH CC SCORE 7+	0	0	1
PW16B	PAEDIATRIC MAJOR INFECTIONS WITH CC SCORE 5 6	0	0	1
PW16C	PAEDIATRIC MAJOR INFECTIONS WITH CC SCORE 2 4	0	0	1
PW16D	PAEDIATRIC MAJOR INFECTIONS WITH CC SCORE 1	0	0	1
PW16E	PAEDIATRIC MAJOR INFECTIONS WITH CC SCORE 0	0	0	1
PW17D	PAEDIATRIC INTERMEDIATE INFECTIONS WITH CC SCORE 0	0	0	1
PW17E	PAEDIATRIC INTERMEDIATE INFECTIONS WITH CC SCORE 5+	0	0	1
PW17F	PAEDIATRIC INTERMEDIATE INFECTIONS WITH CC SCORE 2 4	0	0	1
PW17G	PAEDIATRIC INTERMEDIATE INFECTIONS WITH CC SCORE 1	0	0	1
PW20A	PAEDIATRIC FEVER OF UNKNOWN ORIGIN WITH CC SCORE 3+	0	0	1
PW20B	PAEDIATRIC FEVER OF UNKNOWN ORIGIN WITH CC SCORE 1 2	0	0	1
PW20C	PAEDIATRIC FEVER OF UNKNOWN ORIGIN WITH CC SCORE 0	0	0	1
PX01A	PAEDIATRIC CONGENITAL NERVOUS SYSTEM CONDITIONS WITH CC SCORE 4+	0	0	1
PX01B	PAEDIATRIC CONGENITAL NERVOUS SYSTEM CONDITIONS WITH CC SCORE 2 3	0	0	1
PX01C	PAEDIATRIC CONGENITAL NERVOUS SYSTEM CONDITIONS WITH CC SCORE 1	0	0	1
PX01D	PAEDIATRIC CONGENITAL NERVOUS SYSTEM CONDITIONS WITH CC SCORE 0	0	0	1
PX02A	"PAEDIATRIC CONGENITAL, EAR, NOSE, MOUTH OR THROAT CONDITIONS WITH CC SCORE 3"	0	0	1
PX02B	"PAEDIATRIC CONGENITAL, EAR, NOSE, MOUTH OR THROAT CONDITIONS WITH CC SCORE 1 2"	0	0	1
PX02C	"PAEDIATRIC CONGENITAL, EAR, NOSE, MOUTH OR THROAT CONDITIONS WITH CC SCORE 0"	0	0	1
PX03A	PAEDIATRIC CONGENITAL RESPIRATORY TRACT CONDITIONS WITH CC SCORE 1+	0	0	1
PX03B	PAEDIATRIC CONGENITAL RESPIRATORY TRACT CONDITIONS WITH CC SCORE 0	0	0	1
PX04A	PAEDIATRIC CONGENITAL SPINAL CONDITIONS WITH CC SCORE 1+	0	0	1
PX04B	PAEDIATRIC CONGENITAL SPINAL CONDITIONS WITH CC SCORE 0	0	0	1
PX05A	PAEDIATRIC CONGENITAL OTHER MUSCULOSKELETAL CONDITIONS WITH CC SCORE 2+	0	0	1
PX05B	PAEDIATRIC CONGENITAL OTHER MUSCULOSKELETAL CONDITIONS WITH CC SCORE 1	0	0	1
PX05C	PAEDIATRIC CONGENITAL OTHER MUSCULOSKELETAL CONDITIONS WITH CC SCORE 0	0	0	1
PX06A	PAEDIATRIC CONGENITAL SKIN CONDITIONS WITH CC SCORE 1+	0	0	1
PX06B	PAEDIATRIC CONGENITAL SKIN CONDITIONS WITH CC SCORE 0	0	0	1
PX07A	PAEDIATRIC CONGENITAL RENAL CONDITIONS WITH CC SCORE 2+	0	0	1
PX07B	PAEDIATRIC CONGENITAL RENAL CONDITIONS WITH CC SCORE 1	0	0	1
PX07C	PAEDIATRIC CONGENITAL RENAL CONDITIONS WITH CC SCORE 0	0	0	1
PX08A	"PAEDIATRIC CONGENITAL, UROLOGICAL OR MALE REPRODUCTIVE SYSTEM CONDITIONS WITH CC SCORE 2"	0	0	1
PX08B	"PAEDIATRIC CONGENITAL, UROLOGICAL OR MALE REPRODUCTIVE SYSTEM CONDITIONS WITH CC SCORE 1"	0	0	1
PX08C	"PAEDIATRIC CONGENITAL, UROLOGICAL OR MALE REPRODUCTIVE SYSTEM CONDITIONS WITH CC SCORE 0"	0	0	1
PX09A	PAEDIATRIC CONGENITAL MENTAL HEALTH CONDITIONS WITH CC SCORE 3+	0	0	1
PX09B	PAEDIATRIC CONGENITAL MENTAL HEALTH CONDITIONS WITH CC SCORE 1 2	0	0	1
PX09C	PAEDIATRIC CONGENITAL MENTAL HEALTH CONDITIONS WITH CC SCORE 0	0	0	1
PX10A	PAEDIATRIC CONGENITAL OTHER CONDITIONS WITH CC SCORE 1+	0	0	1
PX10B	PAEDIATRIC CONGENITAL OTHER CONDITIONS WITH CC SCORE 0	0	0	1
PX22A	PAEDIATRIC CHEST PAIN WITH CC SCORE 1+	0	0	1
PX22B	PAEDIATRIC CHEST PAIN WITH CC SCORE 0	0	0	1
PX29A	PAEDIATRIC ABDOMINAL PAIN WITH CC SCORE 3+	0	0	1
PX29B	PAEDIATRIC ABDOMINAL PAIN WITH CC SCORE 1 2	0	0	1
PX29C	PAEDIATRIC ABDOMINAL PAIN WITH CC SCORE 0	0	0	1
PX30A	PAEDIATRIC FALTERING GROWTH (FAILURE TO THRIVE) WITH CC SCORE 2+	0	0	1
PX30B	PAEDIATRIC FALTERING GROWTH (FAILURE TO THRIVE) WITH CC SCORE 1	0	0	1
PX30C	PAEDIATRIC FALTERING GROWTH (FAILURE TO THRIVE) WITH CC SCORE 0	0	0	1
PX50A	"PAEDIATRIC, INGESTION POISONING OR ALLERGIES WITH CC SCORE 4"	0	0	1
PX50B	"PAEDIATRIC, INGESTION POISONING OR ALLERGIES WITH CC SCORE 1 3"	0	0	1
PX50C	"PAEDIATRIC, INGESTION POISONING OR ALLERGIES WITH CC SCORE 0"	0	0	1
PX51Z	PAEDIATRIC CHILD SAFEGUARDING (WELFARE AND PROTECTION)	0	0	1
PX54Z	"PAEDIATRIC, CONVALESCENT OR OTHER RELIEF CARE"	0	0	1
PX55Z	PAEDIATRIC RESPITE CARE	0	0	1
PX56A	PAEDIATRIC ADMISSION FOR UNEXPLAINED SYMPTOMS WITH CC SCORE 1	0	0	1
PX56B	PAEDIATRIC ADMISSION FOR UNEXPLAINED SYMPTOMS WITH CC SCORE 0	0	0	1
PX57A	"PAEDIATRIC, EXAMINATION, FOLLOW UP, SPECIAL SCREENING OR OTHER ADMISSIONS WITH CC SCORE 4"	0	0	1
PX57B	"PAEDIATRIC, EXAMINATION, FOLLOW UP, SPECIAL SCREENING OR OTHER ADMISSIONS WITH CC SCORE 1 3"	0	0	1
PX57C	"PAEDIATRIC, EXAMINATION, FOLLOW UP, SPECIAL SCREENING OR OTHER ADMISSIONS WITH CC SCORE 0"	0	0	1
SA01G	ACQUIRED PURE RED CELL APLASIA OR OTHER APLASTIC ANAEMIA WITH CC SCORE 8	0	0	1
SA01H	ACQUIRED PURE RED CELL APLASIA OR OTHER APLASTIC ANAEMIA WITH CC SCORE 5 7	0	0	1
SA01J	ACQUIRED PURE RED CELL APLASIA OR OTHER APLASTIC ANAEMIA WITH CC SCORE 2 4	0	0	1
SA01K	ACQUIRED PURE RED CELL APLASIA OR OTHER APLASTIC ANAEMIA WITH CC SCORE 0 1	0	0	1
SA02G	COAGULATION DEFECT WITH CC SCORE 5+	0	0	1
SA02H	COAGULATION DEFECT WITH CC SCORE 2 4	0	0	1
SA02J	COAGULATION DEFECT WITH CC SCORE 0 1	0	0	1
SA03G	HAEMOLYTIC ANAEMIA WITH CC SCORE 3+	0	0	1
SA03H	HAEMOLYTIC ANAEMIA WITH CC SCORE 0 2	0	0	1
SA04G	IRON DEFICIENCY ANAEMIA WITH CC SCORE 14+	0	0	1
SA04H	IRON DEFICIENCY ANAEMIA WITH CC SCORE 10 13	0	0	1
SA04J	IRON DEFICIENCY ANAEMIA WITH CC SCORE 6 9	0	0	1
SA04K	IRON DEFICIENCY ANAEMIA WITH CC SCORE 2 5	0	0	1
SA04L	IRON DEFICIENCY ANAEMIA WITH CC SCORE 0 1	0	0	1
SA05G	MEGALOBLASTIC ANAEMIA WITH CC SCORE 8+	0	0	1
SA05H	MEGALOBLASTIC ANAEMIA WITH CC SCORE 4 7	0	0	1
SA05J	MEGALOBLASTIC ANAEMIA WITH CC SCORE 0 3	0	0	1
SA06G	MYELODYSPLASTIC SYNDROME WITH CC SCORE 8+	0	0	1
SA06H	MYELODYSPLASTIC SYNDROME WITH CC SCORE 5 7	0	0	1
SA06J	MYELODYSPLASTIC SYNDROME WITH CC SCORE 2 4	0	0	1
SA06K	MYELODYSPLASTIC SYNDROME WITH CC SCORE 0 1	0	0	1
SA07G	MYELOPROLIFERATIVE DISORDER WITH CC SCORE 7+	0	0	1
SA07H	MYELOPROLIFERATIVE DISORDER WITH CC SCORE 4 6	0	0	1
SA07J	MYELOPROLIFERATIVE DISORDER WITH CC SCORE 0 3	0	0	1
SA08G	OTHER HAEMATOLOGICAL OR SPLENIC DISORDERS WITH CC SCORE 6	0	0	1
SA08H	OTHER HAEMATOLOGICAL OR SPLENIC DISORDERS WITH CC SCORE 3 5	0	0	1
SA08J	OTHER HAEMATOLOGICAL OR SPLENIC DISORDERS WITH CC SCORE 0 2	0	0	1
SA09G	OTHER RED BLOOD CELL DISORDERS WITH CC SCORE 14+	0	0	1
SA09H	OTHER RED BLOOD CELL DISORDERS WITH CC SCORE 10 13	0	0	1
SA09J	OTHER RED BLOOD CELL DISORDERS WITH CC SCORE 6 9	0	0	1
SA09K	OTHER RED BLOOD CELL DISORDERS WITH CC SCORE 2 5	0	0	1
SA09L	OTHER RED BLOOD CELL DISORDERS WITH CC SCORE 0 1	0	0	1
SA11Z	THALASSAEMIA	0	0	1
SA12G	THROMBOCYTOPENIA WITH CC SCORE 8+	0	0	1
SA12H	THROMBOCYTOPENIA WITH CC SCORE 5 7	0	0	1
SA12J	THROMBOCYTOPENIA WITH CC SCORE 2 4	0	0	1
SA12K	THROMBOCYTOPENIA WITH CC SCORE 0 1	0	0	1
SA13A	"SINGLE PLASMA EXCHANGE, LEUCOPHORESIS OR RED CELL EXCHANGE 19 YEARS AND OVER"	0	0	1
SA13B	"SINGLE PLASMA EXCHANGE, LEUCOPHORESIS OR RED CELL EXCHANGE 18 YEARS AND UNDER"	0	0	1
SA14Z	"PLASMA EXCHANGES, 2 TO 9"	0	0	1
SA15Z	"PLASMA EXCHANGES, 10 TO 19"	0	0	1
SA16Z	"PLASMA EXCHANGES, 20 OR MORE"	0	0	1
SA17G	MALIGNANT DISORDERS OF LYMPHATIC OR HAEMATOLOGICAL SYSTEMS WITH CC SCORE 3	0	0	1
SA17H	MALIGNANT DISORDERS OF LYMPHATIC OR HAEMATOLOGICAL SYSTEMS WITH CC SCORE 0 2	0	0	1
SA18Z	BONE MARROW HARVEST	0	0	1
SA19A	"BONE MARROW TRANSPLANT, AUTOGRAFT 19 YEARS AND OVER"	0	0	1
SA19B	"BONE MARROW TRANSPLANT, AUTOGRAFT 18 YEARS AND UNDER"	0	0	1
SA20A	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (SIBLING), 19 YEARS AND OVER"	0	0	1
SA20B	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (SIBLING), 18 YEARS AND UNDER"	0	0	1
SA21A	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (VOLUNTEER UNRELATED DONOR), 19 YEARS AND OVER"	0	0	1
SA21B	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (VOLUNTEER UNRELATED DONOR), 18 YEARS AND UNDER"	0	0	1
SA22A	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (CORD BLOOD), 19 YEARS AND OVER"	0	0	1
SA22B	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (CORD BLOOD), 18 YEARS AND UNDER"	0	0	1
SA23A	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (HAPLO IDENTICAL), 19 YEARS AND OVER"	0	0	1
SA23B	"BONE MARROW TRANSPLANT, ALLOGENEIC GRAFT (HAPLO IDENTICAL), 18 YEARS AND UNDER"	0	0	1
SA24G	ACUTE LYMPHOBLASTIC LEUKAEMIA WITH CC SCORE 5+	0	0	1
SA24H	ACUTE LYMPHOBLASTIC LEUKAEMIA WITH CC SCORE 2 4	0	0	1
SA24J	ACUTE LYMPHOBLASTIC LEUKAEMIA WITH CC SCORE 0 1	0	0	1
SA25G	ACUTE MYELOID LEUKAEMIA WITH CC SCORE 12+	0	0	1
SA25H	ACUTE MYELOID LEUKAEMIA WITH CC SCORE 9 11	0	0	1
SA25J	ACUTE MYELOID LEUKAEMIA WITH CC SCORE 6 8	0	0	1
SA25K	ACUTE MYELOID LEUKAEMIA WITH CC SCORE 4 5	0	0	1
SA25L	ACUTE MYELOID LEUKAEMIA WITH CC SCORE 2 3	0	0	1
SA25M	ACUTE MYELOID LEUKAEMIA WITH CC SCORE 0 1	0	0	1
SA26A	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, AUTOLOGOUS 19 YEARS AND OVER"	0	0	1
SA26B	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, AUTOLOGOUS 18 YEARS AND UNDER"	0	0	1
SA27A	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, SYNGENEIC 19 YEARS AND OVER"	0	0	1
SA30A	PLASMA CELL DISORDERS WITH CC SCORE 11+	0	0	1
SA30B	PLASMA CELL DISORDERS WITH CC SCORE 8 10	0	0	1
SA30C	PLASMA CELL DISORDERS WITH CC SCORE 5 7	0	0	1
SA30D	PLASMA CELL DISORDERS WITH CC SCORE 2 4	0	0	1
SA30E	PLASMA CELL DISORDERS WITH CC SCORE 0 1	0	0	1
SA31A	S WITH CC SCORE 15	0	0	1
SA31B	S WITH CC SCORE 10 14	0	0	1
SA31C	S WITH CC SCORE 6 9	0	0	1
SA31D	S WITH CC SCORE 4 5	0	0	1
SA31E	S WITH CC SCORE 2 3	0	0	1
SA31F	S WITH CC SCORE 0 1	0	0	1
SA32A	"CHRONIC LYMPHOCYTIC LEUKAEMIA, INCLUDING RELATED DISORDERS WITH CC SCORE 7"	0	0	1
SA32B	"CHRONIC LYMPHOCYTIC LEUKAEMIA, INCLUDING RELATED DISORDERS WITH CC SCORE 5 6"	0	0	1
SA32C	"CHRONIC LYMPHOCYTIC LEUKAEMIA, INCLUDING RELATED DISORDERS WITH CC SCORE 3 4"	0	0	1
SA32D	"CHRONIC LYMPHOCYTIC LEUKAEMIA, INCLUDING RELATED DISORDERS WITH CC SCORE 0 2"	0	0	1
SA33Z	DIAGNOSTIC BONE MARROW EXTRACTION	0	0	1
SA34Z	PERIPHERAL BLOOD STEM CELL HARVEST	0	0	1
SA35A	AGRANULOCYTOSIS WITH CC SCORE 13+	0	0	1
SA35B	AGRANULOCYTOSIS WITH CC SCORE 9 12	0	0	1
SA35C	AGRANULOCYTOSIS WITH CC SCORE 5 8	0	0	1
SA35D	AGRANULOCYTOSIS WITH CC SCORE 2 4	0	0	1
SA35E	AGRANULOCYTOSIS WITH CC SCORE 0 1	0	0	1
SA36A	SICKLE CELL ANAEMIA WITH CRISIS WITH CC SCORE 6	0	0	1
SA36B	SICKLE CELL ANAEMIA WITH CRISIS WITH CC SCORE 2 5	0	0	1
SA36C	SICKLE CELL ANAEMIA WITH CRISIS WITH CC SCORE 0 1	0	0	1
SA37Z	SICKLE CELL ANAEMIA WITHOUT CRISIS	0	0	1
SA38A	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, ALLOGENEIC (SIBLING), 19 YEARS AND OVER"	0	0	1
SA38B	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, ALLOGENEIC (SIBLING), 18 YEARS AND UNDER"	0	0	1
SA39A	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, ALLOGENEIC (VOLUNTEER UNRELATED DONOR), 19 YEARS AND OVER"	0	0	1
SA39B	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, ALLOGENEIC (VOLUNTEER UNRELATED DONOR), 18 YEARS AND UNDER"	0	0	1
SA40Z	"PERIPHERAL BLOOD STEM CELL TRANSPLANT, ALLOGENEIC (DONOR TYPE NOT SPECIFIED)"	0	0	1
SB97Z	SAME DAY CHEMOTHERAPY ADMISSION OR ATTENDANCE	0	0	1
SC97Z	SAME DAY RADIOTHERAPY ADMISSION OR ATTENDANCE (EXCLUDING BRACHYTHERAPY)	0	0	1
UZ01Z	DATA INVALID FOR GROUPING	0	0	1
